Number;Date;UID;Desc;Group;Cat
1199999;11.04.2022 10:51;a649e12e-99d1-4ce1-b273-1f972f6e7bf9;Засор на кухне в раковине;Управление домом;Засор канал
1200018;11.04.2022 11:10;05cebd67-8862-4eaf-95db-6ad109967806;Засор КНС в туалете;Управление домом;Засор канал
1200224;11.04.2022 16:24;82d35e90-3a9c-41b4-92db-55d24acee2ad;Засор КНС в раковине;Управление домом;Засор канал
1200250;11.04.2022 17:47;167a1df1-882a-439a-8119-19991d89d7c6;Упал отрезок трубы ф50 около 30см длиной в унитаз. Необходимо достать;Управление домом;Засор канал
1200269;11.04.2022 18:24;12fc6cf6-67de-48d3-a3fc-210a49152c05;Засор КНС на кухне в раковине;Управление домом;Засор канал
1113624;20.09.2021 16:38;3c225aac-c0fa-4555-ad3f-26edc8f30ce3;Дым из  окон квартиры, нужен электрик;Управление домом;Короткое замыкание  внутридомовой электрической сети
1152675;01.12.2021 8:37;8f9f3f3e-1fe2-45b1-be72-1001731f6719;Заменить выключатель в прихожей квартиры;Управление домом;Короткое замыкание  внутридомовой электрической сети
1152855;02.12.2021 7:03;dd0779aa-0be9-459c-98f8-0f0cd794f255;Мигает свет в квартире №13 и в подъезде;Управление домом;Короткое замыкание  внутридомовой электрической сети
1153210;04.12.2021 13:47;e1a3df06-b612-4d93-996e-0a1a5dcae030;Произошло КЗ в кв.9. Отсутствует эл.снабжение в нескольких квартирах;Управление домом;Короткое замыкание  внутридомовой электрической сети
1155032;15.12.2021 14:12;00cc28c1-3c57-4e8b-aaa1-72083f02c6cf;Произошло КЗ-отсутствует эл.снабжение ив 2-х комнатах;Управление домом;Короткое замыкание  внутридомовой электрической сети
1155152;16.12.2021 9:17;92a6d9c7-6251-43ff-a6f1-10eb04b138dc;В эл.щитке произошло КЗ  и обуглились провода на 3 эт в 4 подъезде;Управление домом;Короткое замыкание  внутридомовой электрической сети
1155661;20.12.2021 11:17;75a74a62-4f00-476d-b9e9-568444453c36;Нет эл.снабжения в квартирах в 2-х подъездах, работает только освещение в подъездах. Домофоны тоже не работают.;Управление домом;Короткое замыкание  внутридомовой электрической сети
1155750;2021-12-20 16:22:00.056;be24280b-3eb6-4a6d-861c-90275e8ba270;Стрельнуло из розетки огнем;Управление домом;Короткое замыкание  внутридомовой электрической сети
1156360;23.12.2021 13:10;f4089d3b-a313-4a7e-8432-9aa2441cd87d;идет дым с окна , нужен электрик;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157444;29.12.2021 9:43;ab2d4169-0e32-4056-9d85-e25f8a0bf18c;Нет эл.в квартире ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157463;29.12.2021 9:59;1879e2fc-f508-41c2-9300-7fdfcf02c033;Нет эл.эн в квартире ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157480;29.12.2021 10:16;dfbebea6-34d2-498f-87f4-37cb81c3e226;Заменить лампочку на 1эт ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157561;29.12.2021 13:48;57888e14-742e-427d-a733-24f41c2a78f1;Нет света в квартире  и в подъезде ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157618;2021-12-29 18:12:23.095;c992015d-efbc-46a1-b160-4d07669dc676;Заменить лампочку в 5 подъ. на 1эт;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157622;29.12.2021 18:37;7aab3aa6-2613-46db-add9-2ca424b0cd46;Не горит елка во дворе ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157828;30.12.2021 19:44;0d67533c-c3de-4ca9-a728-d82f3ee96a98;не горит елка во дворе ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157829;30.12.2021 19:46;1879e2fc-f508-41c2-9300-7fdfcf02c033;Замена лампочки на 4эт ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157833;2021-12-30 20:05:58.046;0d67533c-c3de-4ca9-a728-d82f3ee96a98;не горит елка во дворе ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157854;2021-12-31 04:11:47.007;a62a25b3-bd79-4802-8e8d-26ba5c418ef4;задымление в подъ. ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157882;31.12.2021 9:12;1aea2918-5176-4927-b675-38aec924857c;Запах горелой эл.проводкой, нет света на кухне, в ванной, в сан.узле;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157884;31.12.2021 9:41;1aea2918-5176-4927-b675-38aec924857c;Запах горелой эл.проводкой, нет света на кухне, в ванной, в сан.узле;Управление домом;Короткое замыкание  внутридомовой электрической сети
1157920;31.12.2021 13:09;f0b3efd0-5533-4d40-87ef-ddb23c2767b2;Задымил эл.счетчик;Управление домом;Короткое замыкание  внутридомовой электрической сети
1158088;02.01.2022 17:14;dc897e29-86fc-402f-a6fb-b34659a0ad21;Замена эл.патрона на 1эт ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1158092;02.01.2022 18:03;4e4f7549-851f-454d-8c03-6f4f911cc450;Нет света во 2 подъезде ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1158093;02.01.2022 18:56;4b9d5ee8-bf94-4e50-9682-e59e935656d0;Запах из расп.коробки ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1158192;04.01.2022 7:03;97431017-d37c-4478-b319-6a4530b787f0;Нет света в квартире ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1158202;04.01.2022 9:24;7fb5d44b-ddc9-4667-a0ea-4ab8ebc5c1dd;Замыкание  в розетке, был хлопок, Перестали работать все розетки в квартире;Управление домом;Короткое замыкание  внутридомовой электрической сети
1158440;06.01.2022 13:20;a61f5fdd-2e1e-4a80-a212-2b8c72a63a49;Замена лампочки на 2эт ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1158619;07.01.2022 23:37;9884e4a6-2ce4-485b-913d-8e75c7779302;Запах эл.проводки на кухне ;Управление домом;Короткое замыкание  внутридомовой электрической сети
1158662;08.01.2022 13:13;0da15dd9-405f-4e8c-9fd1-d61515d42cb8;Запах проводкой в эл.щитке, задымление;Управление домом;Короткое замыкание  внутридомовой электрической сети
1158813;2022-01-10 07:21:05.014;05cebd67-8862-4eaf-95db-6ad109967806;Нет э/снабжения в некоторых квартирах 3 этажа  с центрального входа;Управление домом;Короткое замыкание  внутридомовой электрической сети
